,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NB: 2025/26 are interim figures,,,
,2010-11,,,,2011-12,,,,2012-13,,,,2013-14,,,,2014-15,,,,2015-16,,,,2016-17,,,,2017-18,,,,2018-19,,,,2019-20,,,,2020-21,,,,2021-22,,,,2022-23,,,,2023-24,,,,2024-25,,,,2025-26,,,
Site,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e
Changing Pavilion - Ninevah Lane Rugby Pavilion,"9,828","6,481","3,347","1,818","10,014","6,751","3,263","1,853","8,014","4,696","3,318","1,480","20,452","16,264","4,188","3,768","10,842","6,414","4,428","2,003","8,084","4,125","3,959","1,489","8,823","5,307","3,516","1,624","7,766","3,805","3,961","1,429","8,326","4,807","3,519","1,530","8,487","4,879","3,608","1,559","8,762","4,930","3,833","1,608","8,478","4,926","3,552","1,551","7,965","4,326","3,639","1,455","8,318","4,783","3,535","1,521","42,984","15,208","27,776","7,863",23472.95,19924.39,3548.56,4294.610932
Changing Pavilion - Shadwell Changing and Community Room,"25,226","21,047","4,179","4,666","16,471","10,274","6,197","3,048","20,172","11,075","9,097","3,725","21,502","13,788","7,714","3,964","18,879","11,147","7,732","3,488","18,643","10,715","7,928","3,435","23,640","14,573","9,067","4,351","16,680","8,226","8,454","3,070","17,967","10,405","7,562","3,302","24,710","16,948","7,762","4,537","24,360","8,805","15,555","4,468","8,108","6,236","1,873","1,484","1,998","1,998",0,364.7952376,22.89,22.89,0,4.18724312,114,114,0,20.885351,0,0,0,0
Changing Pavilion - Shaw Lane Sports Pavilion,"-11,687","-16,513","4,826","-2,162","2,566","2,566",0,474.63302,"-12,504","-12,504",0,"-2,316",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Changing Pavilion - Spen Lane Playing Fields Changing Facility,"3,926","1,996","1,930",726.19222,"1,176",344,831.63,217.6558723,"40,849","19,634","21,215","7,541","-34,861","-35,532",671.03,"-6,415","3,377","2,199","1,179",624.1151346,"2,155","1,705",450.01,397.2323231,"2,366","1,407",958.99,435.4287082,"2,109","1,055","1,054",388.2531292,"2,329","1,337",991.62,427.9395834,"2,379","1,380",998.43,436.8691665,"1,998","1,193",804.95,366.8301647,"2,095","1,127",968.79,383.189151,"2,193","1,194",998.29,400.6528461,"2,298","1,325",972.81,420.3297277,"2,288","1,256",1032.36,418.6231046,4300.68,3559.15,741.53,786.8524128
Changing Pavilion - Stanningley Park Changing Rooms,"28,626","18,006","10,620","5,295","16,880","9,587","7,293","3,124","20,273","11,404","8,869","3,744","17,733","10,189","7,544","3,271","19,740","11,111","8,629","3,647","20,139","12,093","8,047","3,711","19,854","11,798","8,056","3,654","15,530","8,730","6,800","2,859","16,270","16,078",191.94,"2,993","4,143",127.68,"4,015",761.7348,"8,445","7,350","1,095","1,552","2,418","1,449",968.79,442.2142926,"32,836","30,285","2,551","5,995","111,703","89,159","22,545","20,433",129,129,0,24,0,0,0,0
Changing Pavilion - Stonegate Road Sports Pavilion,"8,447","6,838","1,609","1,562","7,313","3,858","3,455","1,353","2,115","4,920","-2,806",394.9090151,"5,969","2,549","3,420","1,102","1,824","1,824",0,337.3223175,548.43,645.24,-96.81,101.201786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Changing Pavilion - Tyersal Recreation Ground Changing Room,"12,236","7,317","4,919","2,263","44,636","39,685","4,951","8,257","22,826",521.61,"22,304","4,201","22,824","12,071","10,753","4,211","7,062","-3,360","10,422","1,301","-8,658","-10,615","1,956","-1,598","4,767","2,825","1,943",877.5130623,"27,580","25,402","2,178","5,079","30,859","22,879","7,980","5,673","6,128","6,048",79.7,"1,125","5,173","3,807","1,367",950.2407431,"15,854","14,245","1,609","2,903","6,489","4,589","1,900","1,185","6,582","4,600","1,982","1,204","9,890","2,418","7,472","1,809",342.42,148.64,193.78,62.6491632
Changing Pavilion - Victoria Park Cricket Pavilion and Clubhouse,"1,865",386,"1,479",344.96905,773,773,0,142.98181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537.53,366.68,170.85,98.7143376,125.24,125.24,0,22.9389584,0,0,0,0,274.06,193.85,80.21,50.13118134,318,283,34.22,58.0965802,228.39,205.57,22.82,41.7862344
Changing Pavilion - Woodlesford Recreation Ground Bowling and Changing Pavilion,"42,072","41,651",421,"7,782","63,100","46,009","17,091","11,676","54,223","36,468","17,755","10,022","69,428","45,628","23,799","12,800","46,029","24,497","21,532","8,503","37,547","24,542","13,005","6,920","43,251","25,506","17,746","7,961","38,793","19,165","19,628","7,140","41,740","24,174","17,565","7,671","19,122","19,054",68.28,"3,509","20,131","6,884","13,247","3,692","11,229","4,381","6,848","2,052","13,287","8,073","5,215","2,428","16,620","10,008","6,612","3,040","15,897","5,887","10,011","2,908",1074.8,1052.02,22.78,196.645408
Childrens Home - Acorn Lodge,"118,578","74,501","44,077","21,933","102,977","62,966","40,011","19,057","102,064","67,408","34,657","18,863","100,671","60,435","40,235","18,565","100,223","63,754","36,468","18,519","96,506","61,467","35,039","17,785","94,948","62,301","32,647","17,476","79,085","47,120","31,966","14,558","101,603","67,195","34,408","18,675","117,281","75,198","42,083","21,537","115,578","70,988","44,589","21,220","101,072","67,225","33,847","18,491","90,957","53,049","37,908","16,618","109,636","67,893","41,743","20,054","114,804","73,449","41,354","21,000",101130.22,64377.49,36752.73,18502.78505
Childrens Home - Ashwood Gardens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,736","2,478","4,258","1,232",26676.39,12513.78,14162.61,4880.712314
Childrens Home - Barnard Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19117.36,14055.98,5061.38,3497.712186
Childrens Home - Cherry Trees,0,0,0,0,"24,535",0,"24,535","4,544","-16,306","-38,351","22,045","-3,046","-29,841","-29,841",0,"-5,492",0,0,0,0,"22,562","10,389","12,173","4,156","61,278","42,650","18,628","11,278","36,383","17,872","18,511","6,697","49,738","26,729","23,009","9,139","52,801","31,530","21,271","9,697","47,064","25,407","21,657","8,638","47,536","27,589","19,946","8,694","39,547","21,622","17,925","7,226","40,155","22,646","17,509","7,345","41,733","22,878","18,854","7,634",54350.41,33169.75,21180.66,9943.951014
Childrens Home - Cranmer Bank,"76,757","45,815","30,942","14,198","69,467","40,454","29,013","12,856","84,359","54,212","30,148","15,589","73,836","44,044","29,792","13,617","72,119","45,364","26,755","13,326","56,649","27,551","29,098","10,436","107,649","62,905","44,744","19,815","45,672","22,513","23,158","8,406","49,284","28,556","20,729","9,057","35,844","25,911","9,933","6,581","23,789","12,413","11,376","4,366","22,448","12,432","10,016","4,105","17,845","11,819","6,026","3,260","105,918","67,867","38,052","19,374","45,660","39,437","6,223","8,352",57546.98,30643.65,26903.33,10528.79546
Childrens Home - Easdale ,53765,30424,23341,9944.91205,62153.69,29898,32255.69,11504.3094,87057.43,53712.67,33344.76,16084.89324,74485.19,47238.23,27246.96,13733.67586,68720.79,43189.34,25531.45,12698.13787,70913.63,45289.45,25624.18,13068.40664,75003.07,48342.77,26660.3,13804.78306,67796.1,37264.61,30531.49,12479.37213,70676.14,44079.1,26597.04,12989.61405,51369.88,25519.57,25850.31,9436.19279,54840.76,29325.65,25515.11,10065.45481,42090.87,22255.21,19835.66,7697.06564,31099.67,19618.04,11481.63,5681.399268,35409.12,19529.52,15879.6,6476.892962,"47,216","29,343","17,873","8,637",45753.65,25667.94,20085.71,8371.087804
Childrens Home - Laurels House,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,865","3,823","3,042","1,256",33041.68,22382.94,10658.74,6045.305773
Childrens Home - Lingfields,"89,834",53856,"35,978","16,617","93,364","62,258","31,106","17,277","97,482","63,279","34,203","18,015","94,687","62,431","32,257","17,456","92,197","56,854","35,342","17,035","94,110","56,112","37,998","17,341","94,770","60,000","34,770","17,443","92,735","49,536","43,198","17,070","113,840","75,883","37,957","20,925","123,915","81,631","42,284","22,755","99,631","63,354","36,278","18,293","61,204","50,493","10,711","11,204","35,449","17,472","17,977","6,478","61,965","38,979","22,985","11,334","57,207","36,154","21,053","10,465",49301.17,28606.5,20694.67,9020.142063
Childrens Home - Luttrell ,"9,566",0,"9,566","1,769","61,150","38,591","22,559","11,316","76,783","48,510","28,273","14,188","73,861","46,605","27,256","13,619","68,389","43,054","25,336","12,637","63,727","38,354",25373.05,"11,743",63868.83,40225.55,23643.28,11755.61397,40539.24,29521.15,11018.09,7463.620583,59121.39,32964.65,26156.74,10864.20037,56297.73,28352.54,27945.19,10341.2567,80823.11,48467.78,32355.33,14837.97295,77681.04,51016.52,26664.52,14211.52728,51911.67,27060.85,24850.82,9485.621376,81031.51,56316.18,24715.33,14822.29219,64936.39,39801.2,25135.19,11878.37384,62452.16,38613.67,23838.49,11426.24719
Childrens Home - Oak House and The Hideaway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11064.13,3780.31,7283.82,2024.293225
Childrens Home - Pinfolds Childrens Home and Hostel ,"329,381","213,485","115,896","60,926","322,636","229,255","93,381","59,700","344,655","229,860","114,795","63,699","362,556","230,276","132,280","66,848","371,774","239,169","132,604","68,699","123,553","123,553",0,"22,789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Childrens Home - Primrose Drive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13062.58,3315.98,9746.6,2389.929637
Childrens Home - Raynel Drive Community Home,0,0,0,0,"5,891",0,"5,891","1,091","77,749","45,671","32,078","14,362","71,398","47,322","24,077","13,163","65,931","37,702","28,229","12,181","68,774","40,933","27,842","12,673","66,585","40,727","25,858","12,256","60,741","32,669","28,072","11,181","66,059","41,349","24,710","12,141","62,966","39,915","23,051","11,563","57,863","32,120","25,743","10,621","62,010","37,592","24,418","11,343","52,468","30,767","21,701","9,586","55,745","33,020","22,725","10,197","67,357","42,974","24,383","12,321",65583.34,39884.22,25699.12,11999.12789
Childrens Home - St Catherines,72819,42070,30749,13469.33043,"64,886",38909,"25,977","12,008","69,722","45,063","24,659","12,884","61,160","40,368",20792.06,"11,275","51,616","32,031","19,585","9,537","45,444","28,408","17,036","8,374","47,906","28,174","19,732","8,818","52,127","30,377","21,750","9,596","29,171","20,662","8,510","5,363","54,249","35,718","18,531","9,962","55,245","35,022","20,223","10,143","48,282","31,518","16,764","8,833","44,532","27,868","16,664","8,135","44,155","28,423","15,732","8,077","45,969","27,771","18,198","8,409",50989.57,30293.48,20696.09,9329.051727
Childrens Home - St Philips,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19,018","6,799","12,219","3,479",44478.17,28016.98,16461.19,8137.725983
Childrens Home - Street Lane Group,"62,339",36907,"25,432","11,531","56,388","31,345","25,043","10,436","65,722","39,721","26,001","12,142","61,569","38,805","22,764","11,352","52,430","31,559","20,871","9,687","53,967","33,448","20,520","9,945","56,999","34,171","22,829","10,491","49,883","24,634","25,249","9,182","51,700","30,382","21,318","9,501","51,538","29,582","21,956","9,466","50,402","26,617","23,785","9,251","56,969","35,106","21,864","10,421","63,727","40,069","23,658","11,642","53,931","32,022","21,909","9,865","54,079","29,297","24,782","9,893",52256.19,27792.41,24463.78,9560.792522
Childrens Home - The Bridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42811.08,22166.2,20644.88,7832.715197
Childrens Home - Willows,0,0,0,0,"29,222",0,"29,222","5,412","125,797","27,072","98,725","23,183","-40,748","-41,195",448,"-7,499","34,890","40,576","-5,686","6,457","63,025","42,705","20,320","11,616","51,824","33,462","18,362","9,539","47,491","22,033","25,458","8,741","49,821","29,412","20,409","9,156","45,455","28,409","17,046","8,348","40,628","19,919","20,709","7,456","45,487","26,434","19,053","8,319","60,744","35,902","24,841","11,098","55,340","30,082","25,258","10,123","48,445","30,587","17,858","8,862",39867.44,14660.87,25206.57,7294.146822
Childrens Home - Woodfield Court,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13082.88,6517.21,6565.67,2393.643725
Childrens Home - Woodnook,"49,097","27,595","21,502","9,081","40,596","19,979","20,617","7,514","43,759","25,926","17,834","8,084","48,464","30,414","18,050","8,936","42,130","24,133","17,997","7,783","45,830","27,598","18,232","8,445","46,797","27,843","18,954","8,614","41,402","20,453","20,949","7,620","44,580","25,817","18,764","8,193","45,313","26,066","19,247","8,322","43,982","23,463","20,519","8,072","50,121","26,190","23,931","9,165","49,553","29,409","20,143","9,053","46,353","25,820","20,533","8,479","47,824","28,204","19,621","8,748",46884.43,26182.69,20701.74,8577.975313
Community Centre - Allerton Bywater Miners Welfare Hall,"9,022",0,"9,022","1,669","61,724","34,114","27,610","11,424","70,751","53,216","17,535","13,083","71,655","46,663","24,992",13210.68519,51833.52,26348.14,25485.38,9574.47292,"55,876","39,602","16,274","10,299","66,347","47,771","18,576","12,211","58,927","33,282","25,645",10847.03141,"62,107","38,539","23,568",11414.55968,"66,434","43,194","23,240",12199.63855,"43,235","26,728","16,507",7937.824079,"73,778","56,260","17,518","13,502","69,014","51,061","17,953",12604.84742,"69,775","52,017","17,758",12763.26984,"18,916","11,616","7,300","3,460",26383.86,17740.79,8643.07,4827.191026
Community Centre - Armley,"96,034","52,444","43,590","17,763","87,919","51,240","36,679","16,271","115,362","65,910","49,452","21,308","122,829","70,350","52,479","22,654","100,675","66,781","33,894","18,604","62,302","42,602","19,700","11,483","67,196","41,237","25,959","12,368","56,251","24,049","32,202","10,353","56,691","34,585","22,105","10,419","65,646",40854.79,"24,791",12055.54691,"65,819","36,446",29373.1,"12,081",57628.27,37453.21,20175.06,10542.6854,"52,501","33,199","19,303","9,591","42,258","26,307","15,952","7,730","47,936","29,443","18,494","8,769",48868.37,29088.66,19779.71,8940.956975
Community Centre - Astley Court Sheltered Housing ,"40,966","28,382","12,584","7,577","35,364","20,649","14,715","6,545","31,485","17,765","13,719","5,815","38,930","24,257","14,673",7178.278525,"18,731","8,329","10,402",3459.270351,"21,391","12,746","8,645","3,942","22,922","13,071","9,851","4,219","19,647","8,719","10,928","3,616","22,926","14,189","8,737","4,213","23,575","13,513","10,062","4,330","18,167","13,217",4950.85,3336.928412,"21,800","11,180","10,620",3986.327336,"26,194","16,665","9,529","4,785","21,403","11,914","9,489","3,915","27,078","13,531","13,548","4,953",26330.9,13304.71,13026.19,4817.501464
Community Centre - Belle Isle Circus Sheltered Housing Community Room,19345,9368,9977,3578.24465,17837.71,10094,7743.71,3301.299709,18310.71,10543.59,7767.12,3382.239069,"17,259","10,335","6,924","3,183","6,871",-6,"6,877","1,267","6,201","14,035","-7,834","1,147","12,958","9,490","3,468","2,385","2,676","1,987",689,493,"1,253",687,566,230,"1,294",713,581,238,"1,311",718,592,241,1253.84,705.71,548.13,229.3134938,"6,524",763,"5,762","1,193","10,811","5,266","5,545","1,978","14,716","6,932",7784.2,"2,692",16608.28,8013.19,8595.09,3038.650909
Community Centre - Belle Isle Open Access Centre,"134,561","76,067","58,494","24,890","163,538","73,391","90,147","30,271","214,911","123,528","91,383","39,697","164,288","113,035","51,253","30,283","154,873","97,682","57,191","28,617","140,571","90,000","50,571",25905.39934,"132,672","75,420","57,252","24,421","156,078","75,304","80,775","28,728","151,125","95,236","55,889","27,776","135,463","77,996","57,467","24,880","140,225","89,045",51179.62,"25,747","133,001","84,742","48,259","24,331","135,578","80,109","55,468","24,770","138,060","89,179","48,881","25,254","77,242","63,880","13,362","14,128",0,0,0,0
Community Centre - BITMO - 3 Winrose Grove Communal Room,"15,791","9,490","6,301","2,921","13,373","8,224","5,149","2,475","32,127","26,033","6,094","5,943","1,873","-4,200","6,074",350,-100,-801,701,-19,"7,175","3,216","3,959","1,322","5,497","3,515","1,982","1,012","4,379","2,143","2,236",806,"4,817","2,801","2,015",885,"4,854","2,760","2,094",892,"5,058","2,867","2,190",928,"19,113","17,079","2,034","3,499","4,579","2,486","2,093",837,"4,693","2,683","2,011",858,"4,803","2,641","2,161",879,4582.01,2420.53,2161.48,838.3245496
Community Centre - BITMO - Broom Nook Sheltered Housing Community Room,"18,957","8,874","10,083","3,506","13,745","8,435","5,310","2,544","17,059","9,056","8,003","3,150","17,300","10,477","6,822","3,190","12,950","7,673","5,278","2,393","13,105","7,361","5,744","2,415","14,601","9,157","5,444","2,687","13,349","6,599","6,750","2,457","10,619","8,324","2,295","1,952","3,213",395,"2,818",591,"9,081","8,706",376,"1,670",330,307,23,60,"13,105","4,192","8,914","2,396","15,216","7,745","7,471","2,783","15,069","6,952","8,118","2,757",17826.3,7361.52,10464.78,3261.499848
Community Centre - BITMO - Sheltered Housing Community Room - 58 and 64 Belle Isle Circus,"15,771","10,410","5,361","2,917","12,239","7,889","4,350","2,265","10,637","5,677","4,961","1,964","1,961","4,476","-2,514",359,"4,201","1,102","3,099",775,"6,650","4,489","2,161","1,226","8,520","5,266","3,254","1,568","5,838","2,904","2,935","1,075","15,131","9,165","5,966","2,781","10,760","5,775","4,985","1,976","4,032","3,725",307,741,"2,984","1,410",1574.69,546,"11,203","1,939","9,264","2,049","9,677","4,865","4,812","1,770","12,073","6,545","5,529","2,209",10898.81,5039.7,5859.11,1994.046278
Community Centre - Broom Hill Centre,0,0,0,0,0,0,0,0,0,0,0,0,"24,488","20,410","4,078","4,510","58,831","35,838","22,993","10,870","66,669","42,783","23,887","12,286","66,790","41,182",25608.57,"12,293",54120.47,26320.47,27800,9961.37075,72781.56,47902.85,24878.71,13377.70036,62064.67,36069.26,25995.41,11398.84594,67630.91,38815.46,28815.45,12414.83645,922.04,887.78,34.26,168.8596052,30179.8,8908.48,21271.32,5517.293665,43790.65,30800.16,12990.49,8010.200816,0,0,0,0,0,0,0,0
Community Centre - Button Hill Sheltered Housing,46621,35548,11073,8623.48637,28165.31,16376,11789.31,5212.566825,32613,21486.51,11126.49,6027.235737,50636.93,35738.35,14898.58,9333.121017,23168.29,9256.64,13911.65,4278.232341,4760.32,-1131.33,5891.65,875.3710353,38226.9,26445.45,11781.45,7035.597484,26662.2,13614.39,13047.81,4907.555499,41463.95,26588.7,14875.25,7621.01438,35929.84,20678.12,15251.72,6598.975558,10510.33,10351,159.33,1932.421253,10356.08,2802.05,7554.03,1892.136114,11574.95,6423.59,5151.36,2114.894872,8330.26,7311.4,1018.86,1523.816045,14969.67,6239.29,8730.38,2738.476466,11798.71,6228.47,5570.24,2158.691982
Community Centre - Calverley Mechanics Institute,"175,379","101,533","73,846","32,440","135,270","77,714","57,556","25,035","150,163","95,742","54,421","27,748","146,082","84,219","61,863","26,943","169,551","107,532","62,019","31,330","186,924","122,714","64,210","34,449","179,987","118,292","61,695","33,127","154,373","88,475","65,898","28,417","151,405","99,929","51,476","27,829","150,429","93,092","57,337","27,626","121,220","75,178","46,042","22,256","134,471","77,087","57,384","24,594","142,818","83,792","59,026","26,093","145,191","87,729","57,462","26,558","139,388","84,164","55,223","25,497",126519.38,81209.64,45309.74,23147.98576
Community Centre - Church Gardens,69661,42180,27481,12885.19517,67949.42,41805,26144.42,12574.87888,45928.92,38432.36,7496.56,8497.724298,104772.5,76161.36,28611.14,19309.02518,42414.98,25982.98,16432,7837.032237,19705.3,6124.93,13580.37,3628.488208,"31,776","18,402","13,374","5,849","32,098","12,622","19,476","5,907","26,736","13,511","13,225","4,912","21,759","8,180","13,579","3,998","33,963","19,499","14,465","6,235","41,500","26,712","14,788","7,592","37,672","21,502","16,169","6,883","37,801","22,390","15,412","6,914","35,901","19,680","16,221","6,567",17840.57,1823.97,16016.6,3264.110687
Community Centre - Churchville House,"74,282","43,470","30,812","13,740","65,699","36,686","29,013","12,159","70,019","42,296","27,723","12,936","62,874","36,630","26,244","11,596","44,976","23,380","21,596","8,308","52,856","30,389","22,467","9,739","40,710","21,114","19,596","7,494","46,952","25,264","21,689","8,643","43,549","23,813","19,737","8,002","29,266","8,876","20,389","5,378","49,706","27,934","21,772","9,124","6,189","6,157",32,"1,134","27,469","12,432","15,036","5,020","25,701","14,318","11,382","4,701","23,916","12,495","11,421","4,375",21197.67,10777.4,10420.27,3878.325703
Community Centre - Cockburn Sports Hall and Education Centre,"198,749","94,986","103,763","36,763","119,526","53,575","65,951","22,124","127,775","47,043","80,732","23,571","125,597","84,360","41,238","23,153","23,035","-5,023","28,059","4,246","123,136","27,924","95,212","22,669","11,145","11,145",0,"2,051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Community Centre - Cranmore and Raylands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,192,0,35,957,957,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Community Centre - Cranmore Green Sheltered Housing,"26,438","17,827","8,611","4,890","24,346","11,378","12,968","4,506","30,386","17,254","13,132","5,612","27,475","17,559","9,916","5,066","20,745","10,594","10,151","3,832","17,051","8,259","8,792","3,141","14,989","8,515",6474.09,"2,759",13733.81,5358.64,8375.17,2527.564792,17462.27,10000.85,7461.42,3209.00155,"17,256","8,764","8,492","3,170","10,710","4,827","5,883","1,965","13,199","3,698","9,501","2,412","27,376","19,349","8,027","5,000","23,917","15,711","8,206","4,375","14,938","7,109","7,829","2,733",30483.35,20057.61,10425.74,5577.233716
Community Centre - Crimbles Court Sheltered Housing Community Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,642","9,979","10,664","3,800","29,896","17,331","12,565","5,503","30,976","18,474","12,502","5,693","30,221","19,170","11,051","5,550","22,894","11,878","11,016","4,202","17,609","7,031","10,578","3,219","26,325","14,043","12,282","4,810","27,453","17,186","10,267","5,022","23,832","14,462","9,370","4,359",19132.07,10353.8,8778.27,3500.403527
Community Centre - Crossgates,"183,782","104,553","79,229","33,994","156,970","85,598","71,372","29,052","171,760","97,059","74,701","31,724","148,460","99,320","49,140","27,368","163,646","85,667","77,980","30,229","166,279","99,471","66,808","30,640","165,996","108,882","57,114","30,552","153,151","70,247","82,904","28,188","234,816","160,347","74,469","43,163","212,621","144,684","67,937","39,043","156,219","98,633",57585.9,28683.02983,"188,028","125,171","62,857","34,400","156,516","107,028","49,489","28,590","137,158","86,787","50,370","25,089","148,875","99,422","49,453","27,232",120959.35,77445.24,43514.11,22130.72268
