Q1. Do you work for Leeds City Council,Q5. Work Postcode,Q6. Home Postcode,Q7. From home I,Q8. For how many minutes,Q9. To (location),Q10. Then I,Q11. For how many minutes,Q12. To (location),Q13. Then I,Q14. For how many minutes,Q15. To (location),Q16. Then I,Q17. For how many minutes,Q18. To (location),Q19. Then I,Q20. For how many minutes,Q21. To (location),Q22. Then I,Q23. For how many minutes,Q24. To (location),Q25. What was the main mode of transport you used to travel to work today? (Please select the mode of transport used for the longest distance travelled),Q26. On Monday,Q27. On Tuesday,Q28. On Wednesday?,Q29. On Thursday?,Q30. On Friday?,Q31. On Saturday?,Q32. On Sunday?,Q33. How many days a week do you usually work?,"Q34. How many days a week do you commute to your workplace? (i.e. only days you will travel to work, not work from home)",Q35. If you own a car what fuel type does it use?,"Q36. If you own a petrol, diesel or hybrid vehicle what engine size does it have?",Q37. At your usual workplace does your Employer provide you with Car/Van Parking?,Q38. Where do you usually park your Car/Van when you drive to work?,Q39. How much do you pay for parking per day?,"Q40. If you no longer had access to car parking at your usual place of work, what alternatives would you consider? (Please rank each alternative by how likely you think you would be to switch to that method of travel from 1 low likelihood to 5 high likelihood)",Q41 a,Q41 b,Q41 c,Q41 d,Q41 e,Q41 f,Q41 g,Q41 h,Q41 i,Q41 j,Q40 k,Q41. How would you describe your gender?,Q42. What is your age group?,Q43. What is your employment status?
Yes,LS2 ,DN14,Car/Van share (driver),20,The railway station,Train,40,The railway station,"Walk, wheel or run",10,My place of work,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,Train,Work from Home,Train,Work from Home,N/A - Non working day,N/A - Non working day,5,3,Diesel,Diesel up to 1.7L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,45-54,Working full-time
Yes,LS2 ,HD7 ,"Walk, wheel or run",7,The railway station,Train,30,The railway station,"Walk, wheel or run",10,My place of work,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,Train,Work from Home,Train,Work from Home,N/A - Non working day,N/A - Non working day,5,2,Petrol,Petrol up to 1.4L,No,In a public car park,Between £5-£10,1 low,1 low,2,1 low,2,5 high,1 low,1 low,1 low,1 low,4,-,Woman,25-34,Working full-time
Yes,LS2 ,BD18,"Walk, wheel or run",10,The railway station,Train,18,The railway station,"Walk, wheel or run",12,My place of work,-,-,-,-,-,-,-,-,-,Train,Train,Work from Home,Work from Home,Train,Work from Home,N/A - Non working day,N/A - Non working day,5,2,Self-charging hybrid,Petrol 1.4-2.0L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55-64,Working full-time
Yes,LS2 ,WF17,"Walk, wheel or run",15,The railway station,"Walk, wheel or run",15,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,Train,Train,Work from Home,Work from Home,Train,Work from Home,N/A - Non working day,N/A - Non working day,5,2,Diesel,Diesel 1.7-2.0L,No,In another private car park,Between £5-£10,-,-,-,-,-,-,-,-,-,-,5 high,-,Man,25-34,Working full-time
Yes,LS2 ,BD16,Car/Van (Single Occupant),8,The railway station,Train,25,Leeds centre,"Walk, wheel or run",15,My place of work,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,Work from Home,Work from Home,Train,Work from Home,N/A - Non working day,N/A - Non working day,5,1,Diesel,Diesel up to 1.7L,No,In a public car park,Between £5-£10,3,5 high,1 low,1 low,1 low,5 high,1 low,1 low,1 low,1 low,5 high,1 low,Man,45-54,Working full-time
Yes,LS2 ,LS25,Car Share (passenger),15,The railway station,Train,15,The railway station,"Walk, wheel or run",25,My place of work,-,-,-,-,-,-,-,-,-,Work from Home,N/A - Non working day,N/A - Non working day,Work from Home,Train,Work from Home,N/A - Non working day,N/A - Non working day,3,1,Petrol,Petrol 1.4-2.0L,No,I cant drive - I get a lift in from husband,Other (please specify):,-,-,-,-,-,-,-,-,-,-,-,-,Woman,55-64,Working part-time
Yes,LS2 ,LS17,"Walk, wheel or run",1,The bus stop,Bus,20,The bus stop,"Walk, wheel or run",10,My place of work,-,-,-,-,-,-,-,-,-,"Walk, wheel or run",Bus,Bus,Bus,"Walk, wheel or run",Work from Home,N/A - Non working day,N/A - Non working day,5,4,Petrol,Petrol 1.4-2.0L,No,In a public car park,Between £5-£10,3,1 low,1 low,1 low,5 high,1 low,1 low,1 low,1 low,1 low,1 low,1 low,Woman,45-54,Working full-time
Yes,LS2 ,LS6 ,"Walk, wheel or run",25,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Walk, wheel or run",Work from Home,Work from Home,"Walk, wheel or run","Walk, wheel or run",Work from Home,N/A - Non working day,N/A - Non working day,5,2,Petrol,Petrol up to 1.4L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,55-64,Working full-time
Yes,LS2 ,LS7 ,"Walk, wheel or run",60,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,Work from Home,"Walk, wheel or run","Walk, wheel or run",Work from Home,N/A - Non working day,N/A - Non working day,5,3,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,55-64,Working full-time
Yes,LS2 ,BD10,"Walk, wheel or run",20,The railway station,Train,20,The railway station,"Walk, wheel or run",20,My place of work,-,-,-,-,-,-,-,-,-,"Walk, wheel or run","Walk, wheel or run","Walk, wheel or run",Work from Home,"Walk, wheel or run",Work from Home,N/A - Non working day,N/A - Non working day,5,3,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,16-24,Apprenticeship/training
Yes,LS2 ,LS7 ,"Walk, wheel or run",15,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,"Walk, wheel or run",Work from Home,"Walk, wheel or run",Work from Home,N/A - Non working day,N/A - Non working day,5,2,Petrol,Petrol 1.4-2.0L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,35-44,Working full-time
Yes,LS2 ,LS12,"Walk, wheel or run",35,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Walk, wheel or run","Walk, wheel or run",Work from Home,Work from Home,"Walk, wheel or run",Work from Home,N/A - Non working day,N/A - Non working day,5,2,Petrol,Petrol up to 1.4L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,25-34,Working full-time
Yes,LS2 ,LS4 ,"Walk, wheel or run",40,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Walk, wheel or run",Work from Home,Work from Home,Work from Home,"Walk, wheel or run",Work from Home,N/A - Non working day,N/A - Non working day,5,1,Petrol,Petrol up to 1.4L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Prefer not to say,Prefer not to say,Working full-time
Yes,LS2 ,LS19,"Walk, wheel or run",30,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,Work from Home,Work from Home,"Walk, wheel or run",Work from Home,N/A - Non working day,N/A - Non working day,5,1,Self-charging hybrid,Petrol up to 1.4L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,55-64,Working full-time
Yes,LS2 ,LS13,"Walk, wheel or run",2,The bus stop,Bus,35,The bus stop,"Walk, wheel or run",5,My place of work,-,-,-,-,-,-,-,-,-,Bus,Bus,Bus,Bus,Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,55-64,Working full-time
Yes,LS2 ,LS7,"Walk, wheel or run",20,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,Bus,Bus,Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,2,Petrol,Petrol up to 1.4L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,55-64,Working full-time
Yes,LS2 ,LS14,"Walk, wheel or run",3,The bus stop,Bus,35,The bus stop,"Walk, wheel or run",3,My place of work,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,Bus,Bus,Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,2,Petrol,Petrol up to 1.4L,No,In a public car park,Between £5-£10,1 low,4,5 high,-,-,1 low,1 low,1 low,1 low,1 low,1 low,1 low,Woman,45-54,Working full-time
Yes,LS2 ,LS15,Car/Van (Single Occupant),20,Car Park,"Walk, wheel or run",5,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,Car/Van (Single Occupant),Bus,Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,2,Fully electric,-,No,In a public car park,Between £5-£10,1 low,2,1 low,1 low,5 high,5 high,-,1 low,1 low,1 low,4,1 low,Woman,35-44,Working full-time
Yes,LS2 ,LS6 ,Walk & Bus,25,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bus,Bus,Work from Home,Bus,Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,2,Petrol,Petrol 1.4-2.0L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,25-34,Working full-time
Yes,LS2 ,BD11,"Walk, wheel or run",5,The bus stop,Bus,25,The bus stop,"Walk, wheel or run",15,My place of work,-,-,-,-,-,-,-,-,-,Bus,Bus,Work from Home,Bus,Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,2,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,55-64,Working part-time
Yes,LS2 ,LS16,"Walk, wheel or run",5,The bus stop,Bus,30,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,Bus,Work from Home,Bus,Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,2,Petrol,Petrol up to 1.4L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,35-44,Working full-time
Yes,LS2 ,LS27,"Walk, wheel or run",10,The railway station,"Walk, wheel or run",10,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,Bus,Work from Home,Work from Home,Bus,Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,1,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,16-24,Working full-time
Yes,LS2 ,LS14,"Walk, wheel or run",3,The bus stop,Bus,40,The bus stop,"Walk, wheel or run",10,My place of work,-,-,-,-,-,-,-,-,-,Bus,Work from Home,Work from Home,Bus,Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,1,I do not own a car,-,Don't Know,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,25-34,Working part-time
Yes,LS2 ,LS28,"Walk, wheel or run",5,The bus stop,Bus,35,The bus stop,"Walk, wheel or run",10,My place of work,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,Work from Home,Bus,Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,2,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,35-44,Working full-time
Yes,LS2 ,ls13,"Walk, wheel or run",7,The bus stop,"Walk, wheel or run",8,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,Bus,Car/Van (Single Occupant),Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,2,Petrol,Petrol up to 1.4L,No,If not at Merrion House or would need 2 buses will drive and park on street,-,2,-,-,-,5 high,-,-,-,-,-,-,-,Woman,55-64,Working full-time
Yes,LS2 ,LS16,Car/Van (Single Occupant),30,Car Park,"Walk, wheel or run",10,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),N/A - Non working day,Car/Van (Single Occupant),Car/Van (Single Occupant),Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,4,2,Petrol,Petrol 1.4-2.0L,No,In another private car park,Between £5-£10,-,-,-,-,5 high,3,-,-,-,-,5 high,-,Woman,35-44,Working part-time
Yes,LS2 ,BD19,Car/Van (Single Occupant),45,Car Park,"Walk, wheel or run",10,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,Car/Van (Single Occupant),Car/Van (Single Occupant),Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,2,Self-charging hybrid,Petrol 1.4-2.0L,No,In a public car park,Between £5-£10,1 low,5 high,4,1 low,2,1 low,1 low,1 low,1 low,1 low,3,1 low,Woman,35-44,Working full-time
Yes,LS2 ,WF1 ,Car/Van (Single Occupant),30,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,Car/Van (Single Occupant),Car/Van (Single Occupant),Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,2,Fully electric,-,No,In a public car park,Between £5-£10,1 low,1 low,5 high,5 high,1 low,5 high,1 low,1 low,1 low,1 low,5 high,1 low,Man,25-34,Working full-time
Yes,LS2 ,HX3 ,Car/Van share (driver),35,Car Park,"Walk, wheel or run",5,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,N/A - Non working day,N/A - Non working day,Car/Van (Single Occupant),Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,4,2,Petrol,Petrol up to 1.4L,No,In a public car park,Between £5-£10,1 low,1 low,1 low,1 low,1 low,5 high,1 low,1 low,1 low,1 low,1 low,1 low,Man,55-64,Working part-time
Yes,LS2 ,LS19,Car/Van (Single Occupant),30,Car Park,"Walk, wheel or run",10,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Car/Van (Single Occupant),Work from Home,Car/Van (Single Occupant),Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,2,Petrol,Petrol 1.4-2.0L,No,In a public car park,Between £5-£10,1 low,1 low,1 low,1 low,3,1 low,1 low,4,1 low,1 low,5 high,1 low,Woman,45-54,Working part-time
Yes,LS2 ,LS25,Car/Van (Single Occupant),30,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,N/A - Non working day,Work from Home,Car/Van (Single Occupant),Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,4,1,Diesel,Diesel up to 1.7L,No,In another private car park,Between £5-£10,1 low,1 low,3,3,3,5 high,1 low,1 low,1 low,1 low,5 high,1 low,Man,45-54,Working full-time
Yes,LS2 ,DN14,Car/Van (Single Occupant),45,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Work from Home,Work from Home,Car/Van (Single Occupant),Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,1,Petrol,Petrol up to 1.4L,No,In a public car park,Between £5-£10,1 low,1 low,2,2,1 low,1 low,1 low,1 low,1 low,1 low,5 high,-,Man,25-34,Working full-time
Yes,LS2 ,LS27,Car/Van (Single Occupant),30,Woodhouse Lane Car Park,"Walk, wheel or run",5,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Work from Home,Work from Home,Car/Van (Single Occupant),Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,1,Fully electric,-,No,In a public car park,Between £5-£10,1 low,1 low,1 low,1 low,1 low,4,1 low,1 low,1 low,1 low,5 high,1 low,Man,35-44,Working full-time
Yes,LS2 ,HX3 ,Car/Van (Single Occupant),30,The Park & Ride,Bus,15,The bus stop,"Walk, wheel or run",10,My place of work,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,Work from Home,Car/Van (Single Occupant),Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,1,Petrol,Petrol 1.4-2.0L,No,At the Park & Ride,Don't pay (free),1 low,4,4,3,2,3,2,1 low,1 low,1 low,3,1 low,Man,45-54,Working full-time
Yes,LS2 ,LS28,Car/Van (Single Occupant),30,Car Park,"Walk, wheel or run",10,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,Work from Home,Car/Van (Single Occupant),Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,1,Petrol,Petrol up to 1.4L,No,In a public car park,Between £5-£10,4,1 low,1 low,1 low,-,4,1 low,-,1 low,1 low,5 high,1 low,Woman,55-64,Working full-time
Yes,LS2 ,LS10,Car/Van share (driver),20,Car Park,"Walk, wheel or run",10,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,Car/Van Share (Driver),Car/Van Share (Driver),Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,2,Petrol,Petrol up to 1.4L,No,In a public car park,Between £5-£10,1 low,1 low,4,1 low,2,1 low,3,1 low,1 low,1 low,5 high,1 low,Prefer not to say,Prefer not to say,Working full-time
Yes,LS2 ,ls21,Car/Van (Single Occupant),40,Car Park,"Walk, wheel or run",5,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van Share (Driver),Car/Van Share (Driver),Work from Home,Car/Van Share (Driver),Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,2,Petrol,Petrol up to 1.4L,No,In a public car park,Between £5-£10,1 low,1 low,1 low,1 low,2,5 high,1 low,1 low,1 low,1 low,5 high,1 low,Man,45-54,Working full-time
Yes,LS2 ,LS17,Car/Van share (driver),25,Car Park,"Walk, wheel or run",5,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,N/A - Non working day,Work from Home,Car/Van Share (Driver),Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,4,1,Petrol,Petrol 1.4-2.0L,-,In another private car park,Between £5-£10,1 low,1 low,1 low,1 low,4,1 low,1 low,1 low,1 low,1 low,5 high,1 low,Woman,55-64,Working full-time
Yes,LS2 ,HX5 ,Car/Van share (driver),40,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van Share (Driver),Work from Home,Work from Home,Car/Van Share (Driver),Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,1,Petrol,Petrol up to 1.4L,No,In another private car park,Between £5-£10,1 low,1 low,1 low,1 low,1 low,5 high,1 low,1 low,1 low,-,3,1 low,Man,16-24,-
Yes,LS2 ,ls26,Car/Van Share (passenger),30,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,Car/Van Share (Passenger),Car/Van Share (Passenger),Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,2,Diesel,Petrol up to 1.4L,No,On the Street,Between £5-£10,1 low,1 low,4,4,4,3,2,1 low,1 low,1 low,5 high,-,Woman,55-64,Working full-time
Yes,LS2 ,LS8 ,Car/Van share (driver),20,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,Work from Home,Car/Van Share (Passenger),Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,1,Self-charging hybrid,Petrol up to 1.4L,No,In another private car park,Don't pay (free),1 low,1 low,1 low,1 low,5 high,1 low,1 low,2,1 low,1 low,5 high,2,Woman,25-34,Working full-time
Yes,LS2 ,WF10,"Walk, wheel or run",5,The bus stop,Bus,20,The railway station,Train,25,The railway station,"Walk, wheel or run",25,My place of work,-,-,-,-,-,-,Work from Home,Work from Home,Work from Home,Car/Van Share (Passenger),Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,1,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,25-34,Working full-time
Yes,LS2 ,Ls8 ,Cycle,20,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,N/A - Non working day,Bus,Cycle,Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,4,2,Fully electric,-,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,45-54,Working part-time
Yes,LS2 ,LS4 ,Cycle,15,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,N/A - Non working day,Cycle,Cycle,Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,2,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,25-34,Working full-time
Yes,LS2 ,ls28,Cycle,45,Parents ,"Walk, wheel or run",15,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,Cycle,Work from Home,Cycle,Cycle,Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,2,Petrol,Petrol up to 1.4L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,45-54,Working full-time
Yes,LS2 ,LS26,Cycle,38,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,Cycle,Cycle,Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,2,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,45-54,Working full-time
Yes,LS2 ,LS27,Cycle,20,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Cycle,Work from Home,N/A - Non working day,Cycle,Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,1,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,16-24,Working full-time
Yes,LS2 ,ls4 ,Cycle,20,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Cycle,Cycle,Work from Home,Cycle,Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,2,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,35-44,Working full-time
Yes,LS2 ,ls11,Cycle,20,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,N/A - Non working day,Work from Home,Cycle,Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,4,1,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,45-54,Working part-time
Yes,LS2 ,Ls28,Cycle,40,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Cycle,Work from Home,Work from Home,Cycle,Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,1,Petrol,Petrol 1.4-2.0L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,35-44,Working full-time
Yes,LS2 ,ls8 ,Cycle,25,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,Work from Home,Cycle,Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,1,Petrol,Petrol 1.4-2.0L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,45-54,Working full-time
Yes,LS2 ,ls26,Car/Van (Single Occupant),15,The Park & Ride,Bus,15,The bus stop,"Walk, wheel or run",15,My place of work,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,Park and Ride (Bus),Park and Ride (Bus),Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,2,Petrol,Petrol more than 2.0L,No,In a public car park,Don't pay (free),-,-,5 high,5 high,-,-,-,-,-,-,-,-,Woman,55-64,Working full-time
Yes,LS2 ,WF43,Car/Van (Single Occupant),30,The Park & Ride,Bus,20,The bus stop,"Walk, wheel or run",10,My place of work,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,Park and Ride (Bus),Park and Ride (Bus),Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,2,Petrol,Petrol up to 1.4L,No,park & ride,pay bus fare on park & ride,1 low,1 low,5 high,5 high,1 low,1 low,1 low,1 low,1 low,1 low,5 high,1 low,Man,55-64,Working full-time
Yes,LS2 ,S75 ,Car/Van share (driver),30,The Park & Ride,Bus,15,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,Park and Ride (Bus),Park and Ride (Bus),Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,2,Petrol,Petrol up to 1.4L,No,In another private car park,Less than £5,-,-,5 high,-,-,-,-,-,-,-,-,-,Woman,45-54,Working full-time
Yes,LS2 ,LS16,Bus,50,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bus,Work from Home,Taxi,Taxi,Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,2,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,35-44,Working full-time
Yes,LS2 ,ls6,Taxi,20,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,Taxi,Work from Home,Taxi,Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,2,Petrol,Petrol up to 1.4L,No,In a public car park,Between £5-£10,1 low,1 low,1 low,1 low,3,1 low,-,5 high,1 low,1 low,4,1 low,Woman,45-54,Working full-time
Yes,LS2 ,LS8 ,Taxi,10,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,Work from Home,Taxi,Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,1,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,55-64,Working full-time
Yes,LS2 ,HD75,"Walk, wheel or run",20,The railway station,Train,25,The railway station,"Walk, wheel or run",15,My place of work,-,-,-,-,-,-,-,-,-,Work from Home,N/A - Non working day,Train,Train,Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,4,1,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,35-44,Working part-time
